D_pth [mm],d_apad [mm],shield [mm],Freq [GHz],"dB(S(1,1)) []","dB(S(2,1)) []","ang_deg(S(1,1)) [deg]","ang_deg(S(2,1)) [deg]"
0.1,0.6,1.35,37,-10.18729846,-1.334723324,30.71712697,126.8305113
0.1,0.6,1.35,37.05,-10.25198554,-1.306727686,30.97583589,126.4937294
0.1,0.6,1.35,37.1,-10.31851774,-1.280603196,31.15853988,126.1220782
0.1,0.6,1.35,37.15,-10.38625724,-1.256358023,31.26231322,125.7162127
0.1,0.6,1.35,37.2,-10.45447368,-1.233992637,31.28463132,125.2768602
0.1,0.6,1.35,37.25,-10.52234683,-1.213499486,31.22349825,124.8048195
0.1,0.6,1.35,37.3,-10.58897332,-1.194862757,31.07758187,124.3009586
0.1,0.6,1.35,37.35,-10.6533782,-1.17805822,30.8463505,123.7662124
0.1,0.6,1.35,37.4,-10.71453185,-1.163053172,30.53020332,123.2015794
0.1,0.6,1.35,37.45,-10.77137241,-1.149806483,30.13058498,122.608118
0.1,0.6,1.35,37.5,-10.82283351,-1.138268759,29.65007331,121.9869426
0.1,0.6,1.35,37.55,-10.86787659,-1.128382609,29.09242907,121.3392187
0.1,0.6,1.35,37.6,-10.90552635,-1.120083041,28.46259719,120.6661581
0.1,0.6,1.35,37.65,-10.93490754,-1.11329796,27.76665181,119.9690132
0.1,0.6,1.35,37.7,-10.95528047,-1.107948795,27.01168081,119.2490714
0.1,0.6,1.35,37.75,-10.96607291,-1.103951217,26.20561126,118.5076489
0.1,0.6,1.35,37.8,-10.96690539,-1.101215965,25.3569827,117.7460845
0.1,0.6,1.35,37.85,-10.95760804,-1.099649764,24.474681,116.9657332
0.1,0.6,1.35,37.9,-10.93822715,-1.099156311,23.56765015,116.1679595
0.1,0.6,1.35,37.95,-10.90902107,-1.099637325,22.64460177,115.354131
0.1,0.6,1.35,38,-10.8704457,-1.100993652,21.71374269,114.5256118
0.1,0.6,1.35,38.05,-10.82313108,-1.103126385,20.78253827,113.6837557
0.1,0.6,1.35,38.1,-10.76785107,-1.105938005,19.8575252,112.8299005
0.1,0.6,1.35,38.15,-10.70548873,-1.109333512,18.94418176,111.965361
0.1,0.6,1.35,38.2,-10.63700005,-1.113221527,18.04685789,111.0914238
0.1,0.6,1.35,38.25,-10.56337836,-1.117515359,17.16876182,110.209341
0.1,0.6,1.35,38.3,-10.48562158,-1.122133999,16.31199634,109.3203254
0.1,0.6,1.35,38.35,-10.40470364,-1.127003054,15.47763467,108.4255448
0.1,0.6,1.35,38.4,-10.32155094,-1.132055576,14.66582516,107.5261182
0.1,0.6,1.35,38.45,-10.23702425,-1.137232799,13.87591414,106.6231106
0.1,0.6,1.35,38.5,-10.15190574,-1.142484761,13.10657707,105.7175302
0.1,0.6,1.35,38.55,-10.06689099,-1.147770801,12.35595035,104.8103245
0.1,0.6,1.35,38.6,-9.982585037,-1.153059938,11.62175748,103.9023776
0.1,0.6,1.35,38.65,-9.899501966,-1.158331111,10.90142552,102.9945081
0.1,0.6,1.35,38.7,-9.81806714,-1.16357329,10.19218926,102.087467
0.1,0.6,1.35,38.75,-9.738621504,-1.168785453,9.491182007,101.1819367
0.1,0.6,1.35,38.8,-9.661427268,-1.173976431,8.795512708,100.2785303
0.1,0.6,1.35,38.85,-9.586674491,-1.179164631,8.102330186,99.37779116
0.1,0.6,1.35,38.9,-9.514488151,-1.184377622,7.408875415,98.48019352
0.1,0.6,1.35,38.95,-9.444935378,-1.189651614,6.712523241,97.58614307
0.1,0.6,1.35,39,-9.37803262,-1.195030821,6.010814922,96.69597847
0.1,0.6,1.35,39.05,-9.31375258,-1.200566713,5.301482918,95.80997306
0.1,0.6,1.35,39.1,-9.252030822,-1.206317178,4.582469222,94.92833715
0.1,0.6,1.35,39.15,-9.192771974,-1.212345587,3.851938404,94.05122069
0.1,0.6,1.35,39.2,-9.135855516,-1.21871977,3.108286382,93.17871635
0.1,0.6,1.35,39.25,-9.081141129,-1.225510927,2.350145764,92.31086295
0.1,0.6,1.35,39.3,-9.028473636,-1.23279246,1.576388447,91.44764924
0.1,0.6,1.35,39.35,-8.977687536,-1.24063874,0.78612602,90.58901799
0.1,0.6,1.35,39.4,-8.928611164,-1.249123829,-0.021291612,89.73487036
0.1,0.6,1.35,39.45,-8.881070496,-1.25832014,-0.846279083,88.88507053
0.1,0.6,1.35,39.5,-8.834892624,-1.268297063,-1.689019679,88.03945053
0.1,0.6,1.35,39.55,-8.789908919,-1.279119553,-2.549470566,87.19781539
0.1,0.6,1.35,39.6,-8.745957892,-1.290846689,-3.427369046,86.35994838
0.1,0.6,1.35,39.65,-8.70288776,-1.303530219,-4.322239785,85.52561659
0.1,0.6,1.35,39.7,-8.660558732,-1.317213085,-5.233402987,84.69457665
0.1,0.6,1.35,39.75,-8.618844999,-1.331927956,-6.1599835,83.86658071
0.1,0.6,1.35,39.8,-8.577636438,-1.347695768,-7.10092084,83.04138272
0.1,0.6,1.35,39.85,-8.536840014,-1.364524289,-8.054980101,82.21874499
0.1,0.6,1.35,39.9,-8.496380878,-1.382406717,-9.020763736,81.39844504
0.1,0.6,1.35,39.95,-8.45620316,-1.401320344,-9.996724136,80.58028291
0.1,0.6,1.35,40,-8.416270433,-1.421225282,-10.98117695,79.76408889
0.1,0.6,1.35,40.05,-8.376565873,-1.442063296,-11.97231503,78.94973167
0.1,0.6,1.35,40.1,-8.337092094,-1.463756754,-12.96822297,78.13712711
0.1,0.6,1.35,40.15,-8.297870674,-1.486207721,-13.96689194,77.32624759
0.1,0.6,1.35,40.2,-8.258941384,-1.509297243,-14.9662349,76.5171319
0.1,0.6,1.35,40.25,-8.220361138,-1.532884832,-15.96410189,75.70989589
0.1,0.6,1.35,40.3,-8.182202678,-1.556808206,-16.95829527,74.90474361
0.1,0.6,1.35,40.35,-8.144553042,-1.58088331,-17.94658478,74.10197918
0.1,0.6,1.35,40.4,-8.107511822,-1.60490466,-18.92672239,73.30201904
0.1,0.6,1.35,40.45,-8.07118928,-1.628646053,-19.8964565,72.50540469
0.1,0.6,1.35,40.5,-8.03570433,-1.651861669,-20.85354577,71.71281561
0.1,0.6,1.35,40.55,-8.00118246,-1.674287606,-21.79577214,70.92508208
0.1,0.6,1.35,40.6,-7.967753609,-1.695643877,-22.72095317,70.14319777
0.1,0.6,1.35,40.65,-7.935550063,-1.715636885,-23.62695349,69.36833155
0.1,0.6,1.35,40.7,-7.9047044,-1.733962387,-24.51169538,68.60183818
0.1,0.6,1.35,40.75,-7.875347519,-1.750308942,-25.37316846,67.84526738
0.1,0.6,1.35,40.8,-7.847606795,-1.764361837,-26.20943836,67.10037075
0.1,0.6,1.35,40.85,-7.821604382,-1.775807423,-27.01865447,66.36910592
0.1,0.6,1.35,40.9,-7.797455693,-1.784337843,-27.79905673,65.65363753
0.1,0.6,1.35,40.95,-7.775268067,-1.789656038,-28.54898136,64.95633435
0.1,0.6,1.35,41,-7.755139648,-1.791480955,-29.26686581,64.27976217
0.1,0.6,1.4,37,-9.622134768,-1.380611016,29.41682084,125.3477173
0.1,0.6,1.4,37.05,-9.612406829,-1.415017713,27.92897512,124.4139742
0.1,0.6,1.4,37.1,-9.594400735,-1.461466629,26.45724052,123.5186591
0.1,0.6,1.4,37.15,-9.564320282,-1.520524748,24.96689414,122.69141
0.1,0.6,1.4,37.2,-9.513695618,-1.590788234,23.40577155,121.9743527
0.1,0.6,1.4,37.25,-9.41888389,-1.666604047,21.6808452,121.417552
0.1,0.6,1.4,37.3,-9.187404604,-1.735530875,19.60890339,121.0568182
0.1,0.6,1.4,37.35,-8.127635249,-1.778990557,18.39193249,120.8659009
0.1,0.6,1.4,37.4,-10.07618085,-1.78167878,30.30587968,120.7093888
0.1,0.6,1.4,37.45,-10.20960908,-1.748373626,21.27734361,120.3697392
0.1,0.6,1.4,37.5,-10.20066021,-1.714300252,18.0091722,119.6757952
0.1,0.6,1.4,37.55,-10.3055797,-1.743972324,15.74082036,118.6811491
0.1,0.6,1.4,37.6,-10.52072462,-1.906559401,14.06381684,118.0696557
0.1,0.6,1.4,37.65,-10.82741412,-2.042225965,13.24914474,119.236377
0.1,0.6,1.4,37.7,-11.14654005,-1.827029262,13.66587718,120.4226502
0.1,0.6,1.4,37.75,-11.3493823,-1.558751974,15.18516628,119.8672749
0.1,0.6,1.4,37.8,-11.36389392,-1.393763079,17.02121112,118.6618567
0.1,0.6,1.4,37.85,-11.2311594,-1.299304291,18.41870476,117.380964
0.1,0.6,1.4,37.9,-11.03354108,-1.243297595,19.14239741,116.1495507
0.1,0.6,1.4,37.95,-10.82771464,-1.20902043,19.30289213,114.9816237
0.1,0.6,1.4,38,-10.63798679,-1.187877075,19.08306774,113.8694818
0.1,0.6,1.4,38.05,-10.47052339,-1.175155518,18.62752822,112.8029812
0.1,0.6,1.4,38.1,-10.32421484,-1.168088142,18.03014076,111.7733322
0.1,0.6,1.4,38.15,-10.1958402,-1.164950071,17.34759429,110.7735118
0.1,0.6,1.4,38.2,-10.08204261,-1.164613415,16.61327641,109.7979944
0.1,0.6,1.4,38.25,-9.979938763,-1.166312057,15.84673932,108.8424143
0.1,0.6,1.4,38.3,-9.887218815,-1.169509944,15.05945519,107.9032862
0.1,0.6,1.4,38.35,-9.802082419,-1.173823448,14.25818589,106.9777948
0.1,0.6,1.4,38.4,-9.723138573,-1.178973525,13.44693988,106.0636398
0.1,0.6,1.4,38.45,-9.649311709,-1.184755101,12.62811306,105.1589227
0.1,0.6,1.4,38.5,-9.579764899,-1.191016814,11.80315948,104.2620624
0.1,0.6,1.4,38.55,-9.513840397,-1.197647206,10.97298881,103.3717339
0.1,0.6,1.4,38.6,-9.451014659,-1.204565067,10.13820319,102.4868205
0.1,0.6,1.4,38.65,-9.390864638,-1.211712506,9.299238266,101.6063787
0.1,0.6,1.4,38.7,-9.333042593,-1.21904986,8.456446197,100.7296104
0.1,0.6,1.4,38.75,-9.27725727,-1.226551882,7.610143295,99.85584175
0.1,0.6,1.4,38.8,-9.223259837,-1.234204811,6.760635704,98.98450589
0.1,0.6,1.4,38.85,-9.170833369,-1.242004086,5.908231472,98.11512979
0.1,0.6,1.4,38.9,-9.119785013,-1.249952519,5.053244179,97.24732312
0.1,0.6,1.4,38.95,-9.069940195,-1.258058818,4.195991344,96.38076933
0.1,0.6,1.4,39,-9.021138376,-1.266336358,3.336789725,95.51521815
0.1,0.6,1.4,39.05,-8.97323002,-1.274802164,2.475948845,94.65047913
0.1,0.6,1.4,39.1,-8.926074496,-1.283476042,1.613763631,93.78641623
0.1,0.6,1.4,39.15,-8.879538713,-1.292379836,0.750506754,92.92294284
0.1,0.6,1.4,39.2,-8.833496334,-1.301536801,-0.113578954,92.06001748
0.1,0.6,1.4,39.25,-8.787827442,-1.310971045,-0.978287744,91.19763975
0.1,0.6,1.4,39.3,-8.742418569,-1.320707073,-1.843457714,90.33584664
0.1,0.6,1.4,39.35,-8.697162999,-1.330769379,-2.708976993,89.47470896
0.1,0.6,1.4,39.4,-8.6519613,-1.341182123,-3.574789323,88.61432802
0.1,0.6,1.4,39.45,-8.606722012,-1.351968862,-4.440899049,87.75483228
0.1,0.6,1.4,39.5,-8.561362475,-1.363152351,-5.307375569,86.89637418
0.1,0.6,1.4,39.55,-8.515809742,-1.374754408,-6.17435735,86.03912692
0.1,0.6,1.4,39.6,-8.47000157,-1.386795852,-7.042055674,85.18328127
0.1,0.6,1.4,39.65,-8.423887449,-1.399296525,-7.910758335,84.3290423
0.1,0.6,1.4,39.7,-8.377429682,-1.412275405,-8.780833626,83.47662603
0.1,0.6,1.4,39.75,-8.330604497,-1.425750832,-9.652735108,82.62625592
0.1,0.6,1.4,39.8,-8.283403203,-1.439740885,-10.52700784,81.77815907
0.1,0.6,1.4,39.85,-8.235833448,-1.454263954,-11.40429719,80.932562
0.1,0.6,1.4,39.9,-8.187920624,-1.469339588,-12.28536174,80.08968572
0.1,0.6,1.4,39.95,-8.139709598,-1.484989761,-13.17109288,79.24973964
0.1,0.6,1.4,40,-8.091267054,-1.501240764,-14.062545,78.41291373
0.1,0.6,1.4,40.05,-8.042685011,-1.518126149,-14.96098267,77.57936743
0.1,0.6,1.4,40.1,-7.994086695,-1.535691431,-15.86795544,76.74921322
0.1,0.6,1.4,40.15,-7.945637115,-1.554001982,-16.78541796,75.92249038
0.1,0.6,1.4,40.2,-7.89756347,-1.573157031,-17.7159259,75.09912017
0.1,0.6,1.4,40.25,-7.850196888,-1.593316198,-18.66295884,74.2788234
0.1,0.6,1.4,40.3,-7.804062793,-1.614754219,-19.63145213,73.46095583
0.1,0.6,1.4,40.35,-7.760088463,-1.637986649,-20.62863775,72.64414457
0.1,0.6,1.4,40.4,-7.720108631,-1.664104091,-21.66513161,71.82537302
0.1,0.6,1.4,40.45,-7.688150956,-1.695873132,-22.75487569,70.99722158
0.1,0.6,1.4,40.5,-7.673568282,-1.74291112,-23.90472415,70.13699918
0.1,0.6,1.4,40.55,-7.695385989,-1.875328277,-25.04914133,69.15310912
0.1,0.6,1.4,40.6,-7.761521467,-1.480433053,-25.86565159,70.54445631
0.1,0.6,1.4,40.65,-7.787422003,-1.658842979,-26.10152591,68.39461093
0.1,0.6,1.4,40.7,-7.721233323,-1.713237306,-26.43221818,67.4727955
0.1,0.6,1.4,40.75,-7.638748319,-1.74940629,-27.15148293,66.65907881
0.1,0.6,1.4,40.8,-7.573756676,-1.779983592,-28.06327521,65.88140907
0.1,0.6,1.4,40.85,-7.525965281,-1.808335981,-29.04157348,65.12310191
0.1,0.6,1.4,40.9,-7.491067991,-1.835745347,-30.04031218,64.37832916
0.1,0.6,1.4,40.95,-7.466158223,-1.862811759,-31.04346876,63.64457835
0.1,0.6,1.4,41,-7.449624078,-1.889859314,-32.04488374,62.92062728
0.1,0.6,1.45,37,-9.220215921,-1.427901164,28.39521243,-57.15974916
0.1,0.6,1.45,37.05,-9.095877242,-1.443243694,27.42589288,-58.25335729
0.1,0.6,1.45,37.1,-8.988504355,-1.48095427,26.24995654,-59.28780295
0.1,0.6,1.45,37.15,-8.906280288,-1.539198792,24.85059702,-60.22372974
0.1,0.6,1.45,37.2,-8.860329785,-1.613975272,23.22343982,-61.02138862
0.1,0.6,1.45,37.25,-8.864776422,-1.698799787,21.39003446,-61.64683299
0.1,0.6,1.45,37.3,-8.935492741,-1.784872318,19.4166424,-62.080054
0.1,0.6,1.45,37.35,-9.086417323,-1.861966263,17.43301662,-62.32311298
0.1,0.6,1.45,37.4,-9.322835396,-1.920063029,15.63668113,-62.40498765
0.1,0.6,1.45,37.45,-9.63333079,-1.951359258,14.26176549,-62.37986943
0.1,0.6,1.45,37.5,-9.985634197,-1.951934019,13.50379418,-62.31794189
0.1,0.6,1.45,37.55,-10.33230255,-1.922388805,13.43012117,-62.29137607
0.1,0.6,1.45,37.6,-10.62602331,-1.867241197,13.93798084,-62.3608003
0.1,0.6,1.45,37.65,-10.83547153,-1.793446978,14.79812026,-62.56685761
0.1,0.6,1.45,37.7,-10.95163817,-1.708722658,15.75279936,-62.92837244
0.1,0.6,1.45,37.75,-10.98322503,-1.620219128,16.60011336,-63.44561892
0.1,0.6,1.45,37.8,-10.94751496,-1.533767689,17.22632461,-64.10593741
0.1,0.6,1.45,37.85,-10.86299253,-1.453641407,17.59497418,-64.88937719
0.1,0.6,1.45,37.9,-10.74568124,-1.382652895,17.71916536,-65.77312881
0.1,0.6,1.45,37.95,-10.60821275,-1.322411495,17.63557272,-66.73443846
0.1,0.6,1.45,38,-10.46012582,-1.273616387,17.38672943,-67.75220534
0.1,0.6,1.45,38.05,-10.30845664,-1.236317912,17.01141367,-68.80762914
0.1,0.6,1.45,38.1,-10.15826501,-1.210117921,16.54082406,-69.88425991
0.1,0.6,1.45,38.15,-10.0130433,-1.194300922,15.99817677,-70.96773373
0.1,0.6,1.45,38.2,-9.875044148,-1.187897247,15.39992857,-72.04542239
0.1,0.6,1.45,38.25,-9.745559019,-1.189685785,14.75748285,-73.10620946
0.1,0.6,1.45,38.3,-9.625159272,-1.198155516,14.07877611,-74.14061706
0.1,0.6,1.45,38.35,-9.513899617,-1.211468755,13.36951231,-75.14148252
0.1,0.6,1.45,38.4,-9.41148232,-1.227500713,12.63402064,-76.10519857
0.1,0.6,1.45,38.45,-9.317383521,-1.244039315,11.87580242,-77.0330809
0.1,0.6,1.45,38.5,-9.230946151,-1.259164325,11.09785481,-77.93188544
0.1,0.6,1.45,38.55,-9.151445613,-1.271676104,10.30284868,-78.81248203
0.1,0.6,1.45,38.6,-9.078134578,-1.281328206,9.493218349,-79.68672634
0.1,0.6,1.45,38.65,-9.01027252,-1.288699903,8.671201905,-80.56401509
0.1,0.6,1.45,38.7,-8.947144552,-1.294792669,7.838856214,-81.44932982
0.1,0.6,1.45,38.75,-8.888072971,-1.300600606,6.998060597,-82.34337479
0.1,0.6,1.45,38.8,-8.832424007,-1.306847357,6.150516808,-83.24404266
0.1,0.6,1.45,38.85,-8.779611483,-1.313919698,5.297749036,-84.1480768
0.1,0.6,1.45,38.9,-8.729098554,-1.321924716,4.441105519,-85.05226143
0.1,0.6,1.45,38.95,-8.680398303,-1.330787849,3.581762179,-85.95402244
0.1,0.6,1.45,39,-8.633073666,-1.340342517,2.720728095,-86.85159868
0.1,0.6,1.45,39.05,-8.586737032,-1.350394393,1.85885244,-87.74398216
0.1,0.6,1.45,39.1,-8.541049681,-1.360760776,0.996832365,-88.63076891
0.1,0.6,1.45,39.15,-8.495721212,-1.37129143,0.135221377,-89.51199708
0.1,0.6,1.45,39.2,-8.45050901,-1.381877454,-0.725562268,-90.38800494
0.1,0.6,1.45,39.25,-8.405217802,-1.392453098,-1.585227573,-91.2593178
0.1,0.6,1.45,39.3,-8.35969934,-1.402993761,-2.443603688,-92.12656235
0.1,0.6,1.45,39.35,-8.313852209,-1.413512104,-3.300634137,-92.99040358
0.1,0.6,1.45,39.4,-8.26762177,-1.424053349,-4.156373024,-93.851499
0.1,0.6,1.45,39.45,-8.221000218,-1.434690328,-5.010983958,-94.71046567
0.1,0.6,1.45,39.5,-8.174026733,-1.445518555,-5.864742736,-95.56785669
0.1,0.6,1.45,39.55,-8.126787609,-1.456651416,-6.718045152,-96.42414441
0.1,0.6,1.45,39.6,-8.079416234,-1.468215507,-7.571421765,-97.2797089
0.1,0.6,1.45,39.65,-8.032092596,-1.480346109,-8.425561985,-98.13483019
0.1,0.6,1.45,39.7,-7.985041832,-1.493182758,-9.281350383,-98.9896836
0.1,0.6,1.45,39.75,-7.938530924,-1.506864883,-10.13991848,-99.84433769
0.1,0.6,1.45,39.8,-7.892862156,-1.521527482,-11.00271483,-100.6987543
0.1,0.6,1.45,39.85,-7.848361093,-1.537296819,-11.87159421,-101.5527904
0.1,0.6,1.45,39.9,-7.805355802,-1.554286102,-12.74892091,-102.4062022
0.1,0.6,1.45,39.95,-7.764142835,-1.572591158,-13.63766847,-103.25865
0.1,0.6,1.45,40,-7.724934891,-1.592286072,-14.54147482,-104.1097051
0.1,0.6,1.45,40.05,-7.687786494,-1.61341879,-15.46457263,-104.9588575
0.1,0.6,1.45,40.1,-7.65250062,-1.636006678,-16.41146504,-105.8055249
0.1,0.6,1.45,40.15,-7.61853489,-1.660032027,-17.38618134,-106.6490614
0.1,0.6,1.45,40.2,-7.584952283,-1.685437482,-18.39099223,-107.4887668
0.1,0.6,1.45,40.25,-7.55048833,-1.712121371,-19.42469175,-108.3238953
0.1,0.6,1.45,40.3,-7.513803069,-1.739932917,-20.48100246,-109.1536622
0.1,0.6,1.45,40.35,-7.47391045,-1.768667273,-21.54810827,-109.9772489
0.1,0.6,1.45,40.4,-7.430636187,-1.798060343,-22.61021214,-110.7938041
0.1,0.6,1.45,40.45,-7.384856496,-1.827783341,-23.65097469,-111.6024399
0.1,0.6,1.45,40.5,-7.338353026,-1.857437018,-24.65732201,-112.4022213
0.1,0.6,1.45,40.55,-7.293357326,-1.886545515,-25.62174737,-113.1921476
0.1,0.6,1.45,40.6,-7.252036914,-1.914549824,-26.54231634,-113.9711212
0.1,0.6,1.45,40.65,-7.2161457,-1.940800833,-27.42101703,-114.7379034
0.1,0.6,1.45,40.7,-7.186903313,-1.964552065,-28.26167157,-115.4910513
0.1,0.6,1.45,40.75,-7.165041074,-1.984952252,-29.06828161,-116.2288321
0.1,0.6,1.45,40.8,-7.150919831,-2.001038099,-29.84407903,-116.94911
0.1,0.6,1.45,40.85,-7.144651935,-2.011727792,-30.5911667,-117.6491982
0.1,0.6,1.45,40.9,-7.146197153,-2.015816168,-31.31052081,-118.3256696
0.1,0.6,1.45,40.95,-7.155427264,-2.01197293,-32.00216254,-118.974118
0.1,0.6,1.45,41,-7.172164971,-1.998745947,-32.66537981,-119.5888613
0.1,0.6,1.5,37,-8.938874434,-1.49058082,26.65371634,120.9697007
0.1,0.6,1.5,37.05,-8.885674912,-1.509217748,25.64949428,120.0293352
0.1,0.6,1.5,37.1,-8.824511916,-1.536326487,24.5747611,119.0807091
0.1,0.6,1.5,37.15,-8.755417137,-1.573513616,23.3997384,118.1275708
0.1,0.6,1.5,37.2,-8.679206575,-1.623056039,22.08079057,117.1770934
0.1,0.6,1.5,37.25,-8.598799527,-1.688154121,20.55236162,116.243355
0.1,0.6,1.5,37.3,-8.522565383,-1.773156728,18.71640277,115.3545309
0.1,0.6,1.5,37.35,-8.4726312,-1.883329992,16.43990285,114.5679211
0.1,0.6,1.5,37.4,-8.502599244,-2.022399717,13.61976855,113.9999929
0.1,0.6,1.5,37.45,-8.712621699,-2.181411131,10.51352646,113.8710903
0.1,0.6,1.5,37.5,-9.15744682,-2.302891097,8.365338447,114.4587552
0.1,0.6,1.5,37.55,-9.60548714,-2.247038274,8.410158206,115.4289509
0.1,0.6,1.5,37.6,-9.786873443,-2.039763144,9.309079693,114.9885315
0.1,0.6,1.5,37.65,-9.809286892,-2.06814476,9.309928874,113.3107156
0.1,0.6,1.5,37.7,-9.882292366,-2.302171458,8.341514134,113.1984356
0.1,0.6,1.5,37.75,-10.11706478,-2.341156098,7.27163698,114.7196328
0.1,0.6,1.5,37.8,-10.4799097,-2.114767692,7.264006248,115.6789505
0.1,0.6,1.5,37.85,-10.78375948,-1.838263675,8.819369519,115.3291247
0.1,0.6,1.5,37.9,-10.87011003,-1.628434384,11.09586087,114.2255965
0.1,0.6,1.5,37.95,-10.76272287,-1.491679825,12.9826955,112.8711303
0.1,0.6,1.5,38,-10.56496606,-1.406969899,14.09209333,111.4912156
0.1,0.6,1.5,38.05,-10.34899112,-1.355658259,14.53405565,110.1618586
0.1,0.6,1.5,38.1,-10.14546992,-1.32535584,14.51774162,108.900054
0.1,0.6,1.5,38.15,-9.963040729,-1.308362385,14.20774287,107.7026026
0.1,0.6,1.5,38.2,-9.801738381,-1.299924193,13.71128714,106.5606709
0.1,0.6,1.5,38.25,-9.658965275,-1.297067679,13.09461574,105.4648771
0.1,0.6,1.5,38.3,-9.531717669,-1.297896876,12.39843287,104.4068725
0.1,0.6,1.5,38.35,-9.417298113,-1.301179431,11.64810568,103.3796724
0.1,0.6,1.5,38.4,-9.313473471,-1.30610101,10.85980292,102.3775703
0.1,0.6,1.5,38.45,-9.218449077,-1.312117041,10.0441062,101.3959406
0.1,0.6,1.5,38.5,-9.130794421,-1.318861287,9.208141296,100.4310364
0.1,0.6,1.5,38.55,-9.04936664,-1.326088149,8.356852825,99.47981511
0.1,0.6,1.5,38.6,-8.973245369,-1.333635425,7.49377982,98.53979741
0.1,0.6,1.5,38.65,-8.901681005,-1.341399696,6.621535898,97.60895607
0.1,0.6,1.5,38.7,-8.834054863,-1.349319701,5.742111426,96.68562963
0.1,0.6,1.5,38.75,-8.769848878,-1.357364831,4.85706639,95.76845531
0.1,0.6,1.5,38.8,-8.708622712,-1.36552698,3.9676549,94.85631692
0.1,0.6,1.5,38.85,-8.649996483,-1.373814628,3.074906233,93.94830397
0.1,0.6,1.5,38.9,-8.59363775,-1.382248438,2.179677812,93.0436795
0.1,0.6,1.5,38.95,-8.539251725,-1.390857878,1.282689855,92.14185433
0.1,0.6,1.5,39,-8.486573932,-1.399678578,0.384547933,91.24236629
0.1,0.6,1.5,39.05,-8.435364735,-1.408750185,-0.514242494,90.34486313
0.1,0.6,1.5,39.1,-8.385405306,-1.4181146,-1.413266886,89.44908825
0.1,0.6,1.5,39.15,-8.336494687,-1.427814466,-2.312195949,88.55486847
0.1,0.6,1.5,39.2,-8.288447714,-1.437891876,-3.210782307,87.66210337
0.1,0.6,1.5,39.25,-8.241093609,-1.448387224,-4.10885866,86.77075571
0.1,0.6,1.5,39.3,-8.194275072,-1.459338181,-5.006336913,85.88084263
0.1,0.6,1.5,39.35,-8.147847789,-1.470778765,-5.903207907,84.99242719
0.1,0.6,1.5,39.4,-8.101680231,-1.482738498,-6.799541521,84.10561025
0.1,0.6,1.5,39.45,-8.0556537,-1.495241626,-7.695487063,83.2205222
0.1,0.6,1.5,39.5,-8.009662547,-1.508306392,-8.591273914,82.33731428
0.1,0.6,1.5,39.55,-7.963614525,-1.521944366,-9.487212501,81.45614938
0.1,0.6,1.5,39.6,-7.917431233,-1.536159816,-10.38369578,80.5771916
0.1,0.6,1.5,39.65,-7.871048638,-1.550949117,-11.28120152,79.70059414
0.1,0.6,1.5,39.7,-7.82441764,-1.566300222,-12.18029581,78.82648457
0.1,0.6,1.5,39.75,-7.777504691,-1.582192217,-13.08163858,77.95494602
0.1,0.6,1.5,39.8,-7.730292469,-1.598595048,-13.98599207,77.08599215
0.1,0.6,1.5,39.85,-7.682780661,-1.615469622,-14.89423395,76.21953233
0.1,0.6,1.5,39.9,-7.634986947,-1.632768731,-15.80737755,75.35532114
0.1,0.6,1.5,39.95,-7.586948405,-1.650439801,-16.72660315,74.49288271
0.1,0.6,1.5,40,-7.538723767,-1.668431757,-17.6533066,73.63139403
0.1,0.6,1.5,40.05,-7.490397415,-1.686711285,-18.58917567,72.7695027
0.1,0.6,1.5,40.1,-7.44208694,-1.70530092,-19.53631109,71.90504512
0.1,0.6,1.5,40.15,-7.393958231,-1.724368587,-20.49742133,71.03464369
0.1,0.6,1.5,40.2,-7.346256829,-1.744437745,-21.47613972,70.15329505
0.1,0.6,1.5,40.25,-7.299375881,-1.766860144,-22.47754347,69.25473021
0.1,0.6,1.5,40.3,-7.254010051,-1.794693438,-23.50898703,68.33585454
0.1,0.6,1.5,40.35,-7.21152042,-1.833193454,-24.58131422,67.41416678
0.1,0.6,1.5,40.4,-7.17483245,-1.885247424,-25.709899,66.55707537
0.1,0.6,1.5,40.45,-7.150625265,-1.939677442,-26.91130411,65.8418571
0.1,0.6,1.5,40.5,-7.153619528,-1.978897743,-28.1741227,65.22516522
0.1,0.6,1.5,40.55,-7.205259128,-2.002110862,-29.33939176,64.6021914
0.1,0.6,1.5,40.6,-7.284809922,-2.017857424,-30.00392426,63.93504374
0.1,0.6,1.5,40.65,-7.295346332,-2.031657592,-30.22745819,63.23215647
0.1,0.6,1.5,40.7,-7.233340353,-2.045485358,-30.65309019,62.50820137
0.1,0.6,1.5,40.75,-7.161207771,-2.059747109,-31.397046,61.7733532
0.1,0.6,1.5,40.8,-7.102193906,-2.074337245,-32.31094878,61.03351004
0.1,0.6,1.5,40.85,-7.057628069,-2.089024129,-33.29817282,60.29189441
0.1,0.6,1.5,40.9,-7.025050461,-2.103571415,-34.31607692,59.5501898
0.1,0.6,1.5,40.95,-7.002381455,-2.11777001,-35.34628092,58.80919602
0.1,0.6,1.5,41,-6.988305023,-2.131442266,-36.38010322,58.06919147
0.1,0.65,1.35,37,-10.73604405,-1.249755104,35.42802263,-48.69529168
0.1,0.65,1.35,37.05,-10.79908854,-1.303021788,32.65371324,-49.56180612
0.1,0.65,1.35,37.1,-10.80723321,-1.359434497,30.60812115,-50.33481664
